EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fightURL,fighter1Url,fighter2Url
UFC 239: Jones vs. Santos ,Jorge Masvidal  vs. Ben Askren ,W/L,Welterweight Bout,KO/TKO ,1,0:05,3 Rnd (5-5-5),Jason Herzog,Flying Knee Head ,http://ufcstats.com/fight-details/70af72a72b31fe4d,http://ufcstats.com/fight-details/70af72a72b31fe4d,http://ufcstats.com/fighter-details/47b9e0e7703a4868,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
UFC 239: Jones vs. Santos ,Jan Blachowicz  vs. Luke Rockhold ,W/L,Light Heavyweight Bout,KO/TKO ,2,1:39,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/531d9676d767da66,http://ufcstats.com/fight-details/531d9676d767da66,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
UFC 239: Jones vs. Santos ,Diego Sanchez  vs. Michael Chiesa ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 26 - 30.Patricia Morse-Jarman 26 - 30.Junichiro Kamijo 26 - 30.,http://ufcstats.com/fight-details/feaffeb1af7e82ef,http://ufcstats.com/fight-details/feaffeb1af7e82ef,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/c58f51dedb310998
UFC 239: Jones vs. Santos ,Gilbert Melendez  vs. Arnold Allen ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 30.Sal D'amato 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/c48af5eafb532d0a,http://ufcstats.com/fight-details/c48af5eafb532d0a,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1,http://ufcstats.com/fighter-details/040a74bb0a465c54
UFC 239: Jones vs. Santos ,Marlon Vera  vs. Nohelin Hernandez ,W/L,Bantamweight Bout,Submission ,2,3:25,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/7dc551f8153bd053,http://ufcstats.com/fight-details/7dc551f8153bd053,http://ufcstats.com/fighter-details/7c7332319c14094c,http://ufcstats.com/fighter-details/f97c5433c77522d3
UFC 239: Jones vs. Santos ,Claudia Gadelha  vs. Randa Markos ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30.Derek Cleary 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/7fe0cec2b0f1c146,http://ufcstats.com/fight-details/7fe0cec2b0f1c146,http://ufcstats.com/fighter-details/ec34349e7dffcde7,http://ufcstats.com/fighter-details/4a57ebb14315b251
UFC 239: Jones vs. Santos ,Alejandro Perez  vs. Song Yadong ,L/W,Bantamweight Bout,KO/TKO ,1,2:04,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/00f4b6184f6315d0,http://ufcstats.com/fight-details/00f4b6184f6315d0,http://ufcstats.com/fighter-details/80daefbed11ce998,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
UFC 239: Jones vs. Santos ,Edmen Shahbazyan  vs. Jack Marshman ,W/L,Middleweight Bout,Submission ,1,1:12,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/e9f00c16810e0e61,http://ufcstats.com/fight-details/e9f00c16810e0e61,http://ufcstats.com/fighter-details/4144798612ef96e5,http://ufcstats.com/fighter-details/045f25b3a4c08e81
UFC 239: Jones vs. Santos ,Ismail Naurdiev  vs. Chance Rencountre ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30.Dave Hagen 28 - 29.Sal D'amato 27 - 29.,http://ufcstats.com/fight-details/f6a03399c7a721cd,http://ufcstats.com/fight-details/f6a03399c7a721cd,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,http://ufcstats.com/fighter-details/1ddb480b601cefb1
UFC 239: Jones vs. Santos ,Julia Avila  vs. Pannie Kianzad ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 27 - 30.Derek Cleary 26 - 30.Patricia Morse-Jarman 26 - 30.,http://ufcstats.com/fight-details/934b44ddcb3d95e6,http://ufcstats.com/fight-details/934b44ddcb3d95e6,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
UFC Fight Night: Ngannou vs. Dos Santos ,Francis Ngannou  vs. Junior Dos Santos ,W/L,Heavyweight Bout,KO/TKO ,1,1:11,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head In Clinch ,http://ufcstats.com/fight-details/4e71dbef18157288,http://ufcstats.com/fight-details/4e71dbef18157288,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/63def5a5662a6917
UFC Fight Night: Ngannou vs. Dos Santos ,Jussier Formiga  vs. Joseph Benavidez ,L/W,Flyweight Bout,KO/TKO ,2,4:47,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/2418af6da44fd361,http://ufcstats.com/fight-details/2418af6da44fd361,http://ufcstats.com/fighter-details/b102c26727306ab6,http://ufcstats.com/fighter-details/80eacd4da0617c57
UFC Fight Night: Ngannou vs. Dos Santos ,Demian Maia  vs. Anthony Rocco Martin ,W/L,Welterweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Vance Swerdan,Chris Lee 28 - 29.Sal D'amato 28 - 29.Nick Palmer 28 - 28.,http://ufcstats.com/fight-details/5fcf65d4de66c970,http://ufcstats.com/fight-details/5fcf65d4de66c970,http://ufcstats.com/fighter-details/427b5953ac8e3a27,http://ufcstats.com/fighter-details/5331b25a60417ffb
UFC Fight Night: Ngannou vs. Dos Santos ,Roosevelt Roberts  vs. Vinc Pichel ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Travis Metteer,Chris Lee 28 - 29.Derek Cleary 28 - 29.Nick Vogel 28 - 29.,http://ufcstats.com/fight-details/2b01da1699f0305f,http://ufcstats.com/fight-details/2b01da1699f0305f,http://ufcstats.com/fighter-details/37c5366d18ed6c05,http://ufcstats.com/fighter-details/c77a953488e5607d
UFC Fight Night: Ngannou vs. Dos Santos ,Drew Dober  vs. Marco Polo Reyes ,W/L,Lightweight Bout,KO/TKO ,1,1:07,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/966bf043577f8b6a,http://ufcstats.com/fight-details/966bf043577f8b6a,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,http://ufcstats.com/fighter-details/edd02825c29028fe
UFC Fight Night: Ngannou vs. Dos Santos ,Alonzo Menifield  vs. Paul Craig ,W/L,Light Heavyweight Bout,KO/TKO ,1,3:19,3 Rnd (5-5-5),Herb Dean,Punch to Head On Ground ,http://ufcstats.com/fight-details/c770192a9f3261cd,http://ufcstats.com/fight-details/c770192a9f3261cd,http://ufcstats.com/fighter-details/a495f599e787614f,http://ufcstats.com/fighter-details/eabf206b162b3b83
UFC Fight Night: Ngannou vs. Dos Santos ,Ricardo Ramos  vs. Journey Newson ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Travis Metteer,Nick Vogel 27 - 30.Nick Palmer 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/8f5d5dd10a167cc0,http://ufcstats.com/fight-details/8f5d5dd10a167cc0,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,http://ufcstats.com/fighter-details/78f485f851891d68
UFC Fight Night: Ngannou vs. Dos Santos ,Eryk Anders  vs. Vinicius Moreira ,W/L,Light Heavyweight Bout,KO/TKO ,1,1:18,3 Rnd (5-5-5),Vance Swerdan,Punch to Head At Distance ,http://ufcstats.com/fight-details/c0982b3919cc74f0,http://ufcstats.com/fight-details/c0982b3919cc74f0,http://ufcstats.com/fighter-details/cad24459b28592ca,http://ufcstats.com/fighter-details/acb36c908d415c4a
UFC Fight Night: Ngannou vs. Dos Santos ,Jared Gordon  vs. Dan Moret ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Kyle Shiely 27 - 30.Sal D'amato 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/3f8c6e31ebbe54bc,http://ufcstats.com/fight-details/3f8c6e31ebbe54bc,http://ufcstats.com/fighter-details/7026eca45f65377b,http://ufcstats.com/fighter-details/66e98b3bb5fc5250
UFC Fight Night: Ngannou vs. Dos Santos ,Dalcha Lungiambula  vs. Dequan Townsend ,W/L,Light Heavyweight Bout,KO/TKO ,3,0:42,3 Rnd (5-5-5),Travis Metteer,Punch to Head At Distance ,http://ufcstats.com/fight-details/7ce7075951c9aa31,http://ufcstats.com/fight-details/7ce7075951c9aa31,http://ufcstats.com/fighter-details/ce632027bf2a871b,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
UFC Fight Night: Ngannou vs. Dos Santos ,Emily Whitmire  vs. Amanda Ribas ,L/W,Women's Strawweight Bout,Submission ,2,2:10,3 Rnd (5-5-5),Vance Swerdan,Rear Naked Choke ,http://ufcstats.com/fight-details/e460bf4db340ca9e,http://ufcstats.com/fight-details/e460bf4db340ca9e,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,http://ufcstats.com/fighter-details/beecb672a279223e
UFC Fight Night: Ngannou vs. Dos Santos ,Maurice Greene  vs. Junior Albini ,W/L,Heavyweight Bout,KO/TKO ,1,3:38,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/9ba051e0f5674108,http://ufcstats.com/fight-details/9ba051e0f5674108,http://ufcstats.com/fighter-details/068f8a189a47fea6,http://ufcstats.com/fighter-details/c482c8605455a213
UFC Fight Night: Moicano vs. The Korean Zombie ,Renato Moicano  vs. Chan Sung Jung ,L/W,Featherweight Bout,KO/TKO ,1,0:58,5 Rnd (5-5-5-5-5),Blake Grice,Punch to Head At Distance ,http://ufcstats.com/fight-details/aec1339028f3416c,http://ufcstats.com/fight-details/aec1339028f3416c,http://ufcstats.com/fighter-details/b6452706b373eea1,http://ufcstats.com/fighter-details/c451d67c09c55418
UFC Fight Night: Moicano vs. The Korean Zombie ,Bryan Barberena  vs. Randy Brown ,L/W,Welterweight Bout,KO/TKO ,3,2:54,3 Rnd (5-5-5),Dan Miragliotta,Kick to Body At Distance ,http://ufcstats.com/fight-details/4096b302747d47b3,http://ufcstats.com/fight-details/4096b302747d47b3,http://ufcstats.com/fighter-details/a331233f597090a5,http://ufcstats.com/fighter-details/c6aee362c7a7d482
UFC Fight Night: Moicano vs. The Korean Zombie ,Andre Ewell  vs. Anderson Dos Santos ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,Chris Lee 28 - 29.Nikki Messer 28 - 29.Kevin James 27 - 29.,http://ufcstats.com/fight-details/8f1b727757a60c07,http://ufcstats.com/fight-details/8f1b727757a60c07,http://ufcstats.com/fighter-details/5f6f049d54728e88,http://ufcstats.com/fighter-details/bbc9ab95fa766493
UFC Fight Night: Moicano vs. The Korean Zombie ,Andrea Lee  vs. Montana De La Rosa ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,Matthew Mesardjian 27 - 30.Derek Cleary 27 - 30.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/13129c1f044fdd47,http://ufcstats.com/fight-details/13129c1f044fdd47,http://ufcstats.com/fighter-details/05fa626cb33d15b8,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
UFC Fight Night: Moicano vs. The Korean Zombie ,Kevin Holland  vs. Alessio Di Chirico ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Blake Grice,Kevin James 28 - 29.Chris Lee 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/b1da312483a974b3,http://ufcstats.com/fight-details/b1da312483a974b3,http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fighter-details/77d7295d1b22c694
UFC Fight Night: Moicano vs. The Korean Zombie ,Dan Ige  vs. Kevin Aguilar ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jimmy Neely,Eric Colon 28 - 29.Nikki Messer 28 - 29.Derek Cleary 27 - 29.,http://ufcstats.com/fight-details/f047e3605f8852d8,http://ufcstats.com/fight-details/f047e3605f8852d8,http://ufcstats.com/fighter-details/82a5152216251682,http://ufcstats.com/fighter-details/cf946e03ba2e7666
UFC Fight Night: Moicano vs. The Korean Zombie ,Ashley Yoder  vs. Syuri Kondo ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,Chris Lee 26 - 30.Sal D'amato 25 - 30.Matthew Mesardjian 24 - 30.,http://ufcstats.com/fight-details/6e9cf53cd87e1b7e,http://ufcstats.com/fight-details/6e9cf53cd87e1b7e,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,http://ufcstats.com/fighter-details/a851c35f58199231
UFC Fight Night: Moicano vs. The Korean Zombie ,Matt Wiman  vs. Luis Pena ,L/W,Lightweight Bout,KO/TKO ,3,1:14,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground ,http://ufcstats.com/fight-details/ab4862ea4cbd0750,http://ufcstats.com/fight-details/ab4862ea4cbd0750,http://ufcstats.com/fighter-details/eb29176b03dfa888,http://ufcstats.com/fighter-details/2844b047183a1adb
UFC Fight Night: Moicano vs. The Korean Zombie ,Allen Crowder  vs. Jairzinho Rozenstruik ,L/W,Heavyweight Bout,KO/TKO ,1,0:09,3 Rnd (5-5-5),Blake Grice,Punches to Head On Ground ,http://ufcstats.com/fight-details/e4559c3cce6edec1,http://ufcstats.com/fight-details/e4559c3cce6edec1,http://ufcstats.com/fighter-details/a9d6e047ce48ab63,http://ufcstats.com/fighter-details/2cd428e9606856fd
UFC Fight Night: Moicano vs. The Korean Zombie ,Ariane Lipski  vs. Molly McCann ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jimmy Neely,Nikki Messer 27 - 30.Kevin James 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/fa98e2b8dceca9bb,http://ufcstats.com/fight-details/fa98e2b8dceca9bb,http://ufcstats.com/fighter-details/6551c64fbcd1a467,http://ufcstats.com/fighter-details/51018a31ddf31eb2
UFC Fight Night: Moicano vs. The Korean Zombie ,Deron Winn  vs. Eric Spicely ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 28 - 29.Matthew Mesardjian 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/f81f8cfe30e0a1e9,http://ufcstats.com/fight-details/f81f8cfe30e0a1e9,http://ufcstats.com/fighter-details/483a953b18d73bb3,http://ufcstats.com/fighter-details/b9664eae2ac75262
UFC 238: Cejudo vs. Moraes ,Henry Cejudo  vs. Marlon Moraes ,W/L,UFC Bantamweight Title Bout,KO/TKO ,3,4:51,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/cf4199c8517bc1fd,http://ufcstats.com/fight-details/cf4199c8517bc1fd,http://ufcstats.com/fighter-details/056c493bbd76a918,http://ufcstats.com/fighter-details/fea79f9bc8c68769
UFC 238: Cejudo vs. Moraes ,Valentina Shevchenko  vs. Jessica Eye ,W/L,UFC Women's Flyweight Title Bout,KO/TKO ,2,0:26,5 Rnd (5-5-5-5-5),Robert Madrigal,Kick to Head At Distance ,http://ufcstats.com/fight-details/4127b45c3d546eef,http://ufcstats.com/fight-details/4127b45c3d546eef,http://ufcstats.com/fighter-details/132deb59abae64b1,http://ufcstats.com/fighter-details/f72465a784c1b084
UFC 238: Cejudo vs. Moraes ,Tony Ferguson  vs. Donald Cerrone ,W/L,Lightweight Bout,TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),Dan Miragliotta,,http://ufcstats.com/fight-details/323dc938d93a849b,http://ufcstats.com/fight-details/323dc938d93a849b,http://ufcstats.com/fighter-details/22a92d7f62195791,http://ufcstats.com/fighter-details/1d00756835ca67c9
UFC 238: Cejudo vs. Moraes ,Jimmie Rivera  vs. Petr Yan ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Brandon Mason 28 - 29.Sal D'amato 28 - 29.Gabriel Sabaitis 27 - 30.,http://ufcstats.com/fight-details/fe0c844a671dd6d8,http://ufcstats.com/fight-details/fe0c844a671dd6d8,http://ufcstats.com/fighter-details/9c907996820d2d69,http://ufcstats.com/fighter-details/d661ce4da776fc20
UFC 238: Cejudo vs. Moraes ,Tai Tuivasa  vs. Blagoy Ivanov ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Brian Puccillo 28 - 29.Chris Lee 27 - 30.Brandon Mason 27 - 30.,http://ufcstats.com/fight-details/cd2ceb5530529c9f,http://ufcstats.com/fight-details/cd2ceb5530529c9f,http://ufcstats.com/fighter-details/c62fbc117d57b943,http://ufcstats.com/fighter-details/1788eee370f077b7
UFC 238: Cejudo vs. Moraes ,Tatiana Suarez  vs. Nina Nunes ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Robert Madrigal,Gabriel Sabaitis 28 - 29.Ron McCarthy 28 - 29.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/56403d0fd259c5d9,http://ufcstats.com/fight-details/56403d0fd259c5d9,http://ufcstats.com/fighter-details/b08012bbe542592a,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
UFC 238: Cejudo vs. Moraes ,Aljamain Sterling  vs. Pedro Munhoz ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Gabriel Sabaitis 27 - 30.Ron McCarthy 27 - 30.Brian Puccillo 27 - 30.,http://ufcstats.com/fight-details/17753b728e5404aa,http://ufcstats.com/fight-details/17753b728e5404aa,http://ufcstats.com/fighter-details/cb696ebfb6598724,http://ufcstats.com/fighter-details/6bd02119599741a4
UFC 238: Cejudo vs. Moraes ,Karolina Kowalkiewicz  vs. Alexa Grasso ,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Sal D'amato 27 - 30.Brandon Mason 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/a4446299c1f85d74,http://ufcstats.com/fight-details/a4446299c1f85d74,http://ufcstats.com/fighter-details/d7c3816669784109,http://ufcstats.com/fighter-details/e8b731feff72294b
UFC 238: Cejudo vs. Moraes ,Ricardo Lamas  vs. Calvin Kattar ,L/W,Featherweight Bout,KO/TKO ,1,4:06,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/bf2a9732af50c84c,http://ufcstats.com/fight-details/bf2a9732af50c84c,http://ufcstats.com/fighter-details/3974fa35c917af1d,http://ufcstats.com/fighter-details/751de04455cfaac0
UFC 238: Cejudo vs. Moraes ,Yan Xiaonan  vs. Angela Hill ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Robert Madrigal,Gabriel Sabaitis 28 - 29.Ron McCarthy 28 - 29.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/97c76d44699f7c93,http://ufcstats.com/fight-details/97c76d44699f7c93,http://ufcstats.com/fighter-details/c41d426cc7326d1b,http://ufcstats.com/fighter-details/f0feeb2192937424
UFC 238: Cejudo vs. Moraes ,Bevon Lewis  vs. Darren Stewart ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Brian Puccillo 28 - 29.Ron McCarthy 28 - 29.Gabriel Sabaitis 27 - 30.,http://ufcstats.com/fight-details/a255ed658a2ac9bb,http://ufcstats.com/fight-details/a255ed658a2ac9bb,http://ufcstats.com/fighter-details/899923ff6ab13917,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
UFC 238: Cejudo vs. Moraes ,Eddie Wineland  vs. Grigory Popov ,W/L,Bantamweight Bout,KO/TKO ,2,4:47,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head At Distance ,http://ufcstats.com/fight-details/aa430402314b4459,http://ufcstats.com/fight-details/aa430402314b4459,http://ufcstats.com/fighter-details/fc9a9559a05f2704,http://ufcstats.com/fighter-details/d3fa5c5955397532
UFC 238: Cejudo vs. Moraes ,Katlyn Chookagian  vs. Joanne Wood ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30.Brandon Mason 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/82eb6fa58ae52428,http://ufcstats.com/fight-details/82eb6fa58ae52428,http://ufcstats.com/fighter-details/e872e9a9a902c045,http://ufcstats.com/fighter-details/12f91bfa8f1f723b
UFC Fight Night: Gustafsson vs. Smith ,Alexander Gustafsson  vs. Anthony Smith ,L/W,Light Heavyweight Bout,Submission ,4,2:38,5 Rnd (5-5-5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/4f9939af9a1d40a3,http://ufcstats.com/fight-details/4f9939af9a1d40a3,http://ufcstats.com/fighter-details/3c6976f8182d9527,http://ufcstats.com/fighter-details/d4c9dcd330403612
UFC Fight Night: Gustafsson vs. Smith ,Jimi Manuwa  vs. Aleksandar Rakic ,L/W,Light Heavyweight Bout,KO/TKO ,1,0:47,3 Rnd (5-5-5),Kevin Sataki,Kick to Head At Distance ,http://ufcstats.com/fight-details/138c8807fef52564,http://ufcstats.com/fight-details/138c8807fef52564,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,http://ufcstats.com/fighter-details/333b9e5c723ac873
UFC Fight Night: Gustafsson vs. Smith ,Makwan Amirkhani  vs. Chris Fishgold ,W/L,Featherweight Bout,Submission ,2,4:25,3 Rnd (5-5-5),Marc Goddard,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/2ca4a039c07acd38,http://ufcstats.com/fight-details/2ca4a039c07acd38,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
UFC Fight Night: Gustafsson vs. Smith ,Damir Hadzovic  vs. Christos Giagos ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Madelein Fagerlind 27 - 30.David Lethaby 27 - 29.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/a5acaa5f693529dd,http://ufcstats.com/fight-details/a5acaa5f693529dd,http://ufcstats.com/fighter-details/38c626ca912c7bac,http://ufcstats.com/fighter-details/de45aaae23dfa392
UFC Fight Night: Gustafsson vs. Smith ,Daniel Teymur  vs. Sung Bin Jo ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rebin Saber,Madelein Fagerlind 27 - 30.Dave Tirelli 27 - 30.Anders Ohlsson 28 - 29.,http://ufcstats.com/fight-details/c53cb796b4a4cdb8,http://ufcstats.com/fight-details/c53cb796b4a4cdb8,http://ufcstats.com/fighter-details/fbf0537e420e698e,http://ufcstats.com/fighter-details/6e0e977beb909837
UFC Fight Night: Gustafsson vs. Smith ,Rostem Akman  vs. Sergey Khandozhko ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 28 - 29.Mark Collett 28 - 29.Andreas Gruner 28 - 29.,http://ufcstats.com/fight-details/93330422e1f2e0be,http://ufcstats.com/fight-details/93330422e1f2e0be,http://ufcstats.com/fighter-details/1fc64507a0cb38cf,http://ufcstats.com/fighter-details/90da09db03e41748
UFC Fight Night: Gustafsson vs. Smith ,Tonya Evinger  vs. Lina Lansberg ,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,David Lethaby 26 - 30.Anders Ohlsson 27 - 30.Dave Tirelli 26 - 30.,http://ufcstats.com/fight-details/f993be991eea6016,http://ufcstats.com/fight-details/f993be991eea6016,http://ufcstats.com/fighter-details/b12a1d19ee383b7c,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
