EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fightURL,fighter1Url,fighter2Url
The Ultimate Fighter: Tournament of Champions Finale ,Ion Cutelaba  vs. Jared Cannonier ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/9cad47cdd6351e50,http://ufcstats.com/fight-details/9cad47cdd6351e50,http://ufcstats.com/fighter-details/cd13728ae1151f46,http://ufcstats.com/fighter-details/13a0275fa13c4d26
The Ultimate Fighter: Tournament of Champions Finale ,Sara McMann  vs. Alexis Davis ,W/L,Women's Bantamweight Bout,Submission ,2,2:52,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/a716172939767cab,http://ufcstats.com/fight-details/a716172939767cab,http://ufcstats.com/fighter-details/7be74a12d7352df2,http://ufcstats.com/fighter-details/4c2d90e335e6df19
The Ultimate Fighter: Tournament of Champions Finale ,Brandon Moreno  vs. Ryan Benoit ,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Jeff Mullen 28 - 29.Rick Winter 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/36830f6eb3c847f5,http://ufcstats.com/fight-details/36830f6eb3c847f5,http://ufcstats.com/fighter-details/792be9a24df82ed6,http://ufcstats.com/fighter-details/20999e27ddd94bda
The Ultimate Fighter: Tournament of Champions Finale ,Gray Maynard  vs. Ryan Hall ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Patricia Morse-Jarman 27 - 30.Derek Cleary 27 - 30.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/019983faebec6d64,http://ufcstats.com/fight-details/019983faebec6d64,http://ufcstats.com/fighter-details/7d96bc577e5178b2,http://ufcstats.com/fighter-details/8866c6f509c19089
The Ultimate Fighter: Tournament of Champions Finale ,Rob Font  vs. Matt Schnell ,W/L,Bantamweight Bout,KO/TKO ,1,3:47,3 Rnd (5-5-5),Yves Lavigne,Punch to Head In Clinch ,http://ufcstats.com/fight-details/63b35df1276b3d64,http://ufcstats.com/fight-details/63b35df1276b3d64,http://ufcstats.com/fighter-details/05339613bf8e9808,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
The Ultimate Fighter: Tournament of Champions Finale ,Dong Hyun Ma  vs. Brendan O'Reilly ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29.Glenn Trowbridge 28 - 29.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/c5d48ca7c22f857e,http://ufcstats.com/fight-details/c5d48ca7c22f857e,http://ufcstats.com/fighter-details/98a6b2361045898f,http://ufcstats.com/fighter-details/494b0bfdbac74502
The Ultimate Fighter: Tournament of Champions Finale ,Kailin Curran  vs. Jamie Moyle ,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 27 - 30.Patricia Morse-Jarman 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/5ae45d20a60dc109,http://ufcstats.com/fight-details/5ae45d20a60dc109,http://ufcstats.com/fighter-details/05b43e0ead3df345,http://ufcstats.com/fighter-details/882d62561063a927
The Ultimate Fighter: Tournament of Champions Finale ,Elvis Mutapcic  vs. Anthony Smith ,L/W,Middleweight Bout,KO/TKO ,2,3:27,3 Rnd (5-5-5),Mark Smith,Elbow to Head In Clinch ,http://ufcstats.com/fight-details/163fbb2185730846,http://ufcstats.com/fight-details/163fbb2185730846,http://ufcstats.com/fighter-details/28c55b4087a6f136,http://ufcstats.com/fighter-details/d4c9dcd330403612
The Ultimate Fighter: Tournament of Champions Finale ,Josh Stansbury  vs. Devin Clark ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 27 - 30.Patricia Morse-Jarman 27 - 30.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/fe132ef2ab8ae9d2,http://ufcstats.com/fight-details/fe132ef2ab8ae9d2,http://ufcstats.com/fighter-details/30ea504870f8597b,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
UFC Fight Night: Whittaker vs. Brunson ,Robert Whittaker  vs. Derek Brunson ,W/L,Middleweight Bout,KO/TKO ,1,4:07,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/6d04fbef6b8e4551,http://ufcstats.com/fight-details/6d04fbef6b8e4551,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,http://ufcstats.com/fighter-details/b1a3e0aca758b322
UFC Fight Night: Whittaker vs. Brunson ,Jake Matthews  vs. Andrew Holbrook ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou 28 - 29.Charlie Keech 29 - 28.Evan Field 28 - 29.,http://ufcstats.com/fight-details/0d33d43bee65d98f,http://ufcstats.com/fight-details/0d33d43bee65d98f,http://ufcstats.com/fighter-details/a845f0735bc67405,http://ufcstats.com/fighter-details/66ab58d0b3783607
UFC Fight Night: Whittaker vs. Brunson ,Kyle Noke  vs. Omari Akhmedov ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Barry Foley 28 - 29.Evan Field 28 - 29.Albert Shen 27 - 30.,http://ufcstats.com/fight-details/450760216f5643ca,http://ufcstats.com/fight-details/450760216f5643ca,http://ufcstats.com/fighter-details/7339d340aa2889cb,http://ufcstats.com/fighter-details/16690d100f995f8f
UFC Fight Night: Whittaker vs. Brunson ,Yusuke Kasuya  vs. Alexander Volkanovski ,L/W,Lightweight Bout,KO/TKO ,2,2:06,3 Rnd (5-5-5),Greg Kleynjans,Punches to Head On Ground ,http://ufcstats.com/fight-details/2cab927474cb6e62,http://ufcstats.com/fight-details/2cab927474cb6e62,http://ufcstats.com/fighter-details/3058888c33149a53,http://ufcstats.com/fighter-details/e1248941344b3288
UFC Fight Night: Whittaker vs. Brunson ,Khalil Rountree Jr.  vs. Tyson Pedro ,L/W,Light Heavyweight Bout,Submission ,1,4:07,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/d1c519260c0ddf3a,http://ufcstats.com/fight-details/d1c519260c0ddf3a,http://ufcstats.com/fighter-details/749f572d1d3161fb,http://ufcstats.com/fighter-details/49e96ff8ab781589
UFC Fight Night: Whittaker vs. Brunson ,Seo Hee Ham  vs. Danielle Taylor ,L/W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John Sharp,Christopher Shen 29 - 28.Anthony Dimitriou 27 - 30.Evan Field 27 - 30.,http://ufcstats.com/fight-details/314aea77cd24210f,http://ufcstats.com/fight-details/314aea77cd24210f,http://ufcstats.com/fighter-details/165c244bcca3ed26,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
UFC Fight Night: Whittaker vs. Brunson ,Daniel Kelly  vs. Chris Camozzi ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 28 - 29.Albert Shen 28 - 29.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/71854cfe738d6ee1,http://ufcstats.com/fight-details/71854cfe738d6ee1,http://ufcstats.com/fighter-details/bdcbb976816fd256,http://ufcstats.com/fighter-details/6c2030e0a143a94b
UFC Fight Night: Whittaker vs. Brunson ,Damien Brown  vs. Jon Tuck ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Christopher Shen 29 - 28.Anthony Dimitriou 28 - 29.Evan Field 28 - 29.,http://ufcstats.com/fight-details/64bc223daa594bcc,http://ufcstats.com/fight-details/64bc223daa594bcc,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
UFC Fight Night: Whittaker vs. Brunson ,Richard Walsh  vs. Jonathan Meunier ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Anthony Dimitriou 27 - 30.Albert Shen 27 - 30.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/2c0a58ef0324e18b,http://ufcstats.com/fight-details/2c0a58ef0324e18b,http://ufcstats.com/fighter-details/303a05a7aa3ff761,http://ufcstats.com/fighter-details/5823ceab56741617
UFC Fight Night: Whittaker vs. Brunson ,Ben Nguyen  vs. Geane Herrera ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 27 - 30.Ben Cartlidge 26 - 30.Christopher Shen 27 - 30.,http://ufcstats.com/fight-details/291d91378a96d1e8,http://ufcstats.com/fight-details/291d91378a96d1e8,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,http://ufcstats.com/fighter-details/c169545ab0825f44
UFC Fight Night: Whittaker vs. Brunson ,Dan Hooker  vs. Jason Knight ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Christopher Shen 28 - 29.Evan Field 27 - 30.Charlie Keech 26 - 30.,http://ufcstats.com/fight-details/4f60a7e7b848bc6d,http://ufcstats.com/fight-details/4f60a7e7b848bc6d,http://ufcstats.com/fighter-details/193b9d1858bc4df3,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
UFC Fight Night: Whittaker vs. Brunson ,Marlon Vera  vs. Guangyou Ning ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Barry Foley 28 - 29.Charlie Keech 28 - 29.Albert Shen 28 - 29.,http://ufcstats.com/fight-details/2e209dc450b7ebe3,http://ufcstats.com/fight-details/2e209dc450b7ebe3,http://ufcstats.com/fighter-details/7c7332319c14094c,http://ufcstats.com/fighter-details/2c1170b825f58e57
UFC Fight Night: Whittaker vs. Brunson ,Yao Zhikui  vs. Jenel Lausa ,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Ben Cartlidge 27 - 30.Anthony Dimitriou 27 - 30.Evan Field 27 - 30.,http://ufcstats.com/fight-details/0da0dc2c7eb29f58,http://ufcstats.com/fight-details/0da0dc2c7eb29f58,http://ufcstats.com/fighter-details/5ea918ea81b7dee2,http://ufcstats.com/fighter-details/ec664422b22d9787
UFC Fight Night: Bader vs. Nogueira ,Ryan Bader  vs. Rogerio Nogueira ,W/L,Light Heavyweight Bout,KO/TKO ,3,3:51,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/106088694fa0c682,http://ufcstats.com/fight-details/106088694fa0c682,http://ufcstats.com/fighter-details/c0ab242c40decc55,http://ufcstats.com/fighter-details/73e09f837f3b5ecc
UFC Fight Night: Bader vs. Nogueira ,Thomas Almeida  vs. Albert Morales ,W/L,Bantamweight Bout,KO/TKO ,2,1:37,3 Rnd (5-5-5),Eduardo Herdy,Punches to Head At Distance ,http://ufcstats.com/fight-details/ac656cebef8cf0a4,http://ufcstats.com/fight-details/ac656cebef8cf0a4,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,http://ufcstats.com/fighter-details/544d7460b3e44393
UFC Fight Night: Bader vs. Nogueira ,Claudia Gadelha  vs. Cortney Casey ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Hallison Pontes 27 - 30.Joseph Terrell 27 - 30.Fabio Alves 27 - 30.,http://ufcstats.com/fight-details/4c05732d411d6412,http://ufcstats.com/fight-details/4c05732d411d6412,http://ufcstats.com/fighter-details/ec34349e7dffcde7,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
UFC Fight Night: Bader vs. Nogueira ,Thales Leites  vs. Krzysztof Jotko ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Eric Colon 27 - 29.Hallison Pontes 27 - 30.Joseph Terrell 27 - 30.,http://ufcstats.com/fight-details/3e1bd51261cb61df,http://ufcstats.com/fight-details/3e1bd51261cb61df,http://ufcstats.com/fighter-details/cfb65863d5099327,http://ufcstats.com/fighter-details/4e06913c91da5200
UFC Fight Night: Bader vs. Nogueira ,Warlley Alves  vs. Kamaru Usman ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Guilherme Bravo 27 - 29.Fabio Alves 26 - 30.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/939cc30f07131724,http://ufcstats.com/fight-details/939cc30f07131724,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
UFC Fight Night: Bader vs. Nogueira ,Sergio Moraes  vs. Zak Ottow ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,Hallison Pontes 29 - 28.Joseph Terrell 27 - 30.Guilherme Bravo 27 - 30.,http://ufcstats.com/fight-details/edcf1d6a1bd8acc7,http://ufcstats.com/fight-details/edcf1d6a1bd8acc7,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,http://ufcstats.com/fighter-details/47cd337b86b1af92
UFC Fight Night: Bader vs. Nogueira ,Cezar Ferreira  vs. Jack Hermansson ,W/L,Middleweight Bout,Submission ,2,2:11,3 Rnd (5-5-5),Fernando Portella,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/13d2b7aef67cb6ea,http://ufcstats.com/fight-details/13d2b7aef67cb6ea,http://ufcstats.com/fighter-details/dbc17725b887860a,http://ufcstats.com/fighter-details/0a1942069c9ad6b6
UFC Fight Night: Bader vs. Nogueira ,Marcos Rogerio de Lima  vs. Gadzhimurad Antigulov ,L/W,Light Heavyweight Bout,Submission ,1,1:07,3 Rnd (5-5-5),Vitor Ribeiro,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/a5e240bcd7731725,http://ufcstats.com/fight-details/a5e240bcd7731725,http://ufcstats.com/fighter-details/ab943cd2c3c17825,http://ufcstats.com/fighter-details/af997f7611673880
UFC Fight Night: Bader vs. Nogueira ,Johnny Eduardo  vs. Manvel Gamburyan ,W/L,Bantamweight Bout,KO/TKO ,2,0:46,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/02b39d683f027517,http://ufcstats.com/fight-details/02b39d683f027517,http://ufcstats.com/fighter-details/528c24b99fbaab79,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
UFC Fight Night: Bader vs. Nogueira ,Luis Henrique  vs. Christian Colombo ,W/L,Heavyweight Bout,Submission ,3,2:12,3 Rnd (5-5-5),Fernando Portella,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/9e75fbe17a35f272,http://ufcstats.com/fight-details/9e75fbe17a35f272,http://ufcstats.com/fighter-details/e5bda12faabfc850,http://ufcstats.com/fighter-details/9123c54d0a2b72dd
UFC Fight Night: Bader vs. Nogueira ,Pedro Munhoz  vs. Justin Scoggins ,W/L,Bantamweight Bout,Submission ,2,1:55,3 Rnd (5-5-5),Vitor Ribeiro,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/30a2c7e5b90e6d74,http://ufcstats.com/fight-details/30a2c7e5b90e6d74,http://ufcstats.com/fighter-details/6bd02119599741a4,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
UFC Fight Night: Bader vs. Nogueira ,Francimar Barroso  vs. Darren Stewart ,NC/NC,Light Heavyweight Bout,Overturned ,1,1:34,3 Rnd (5-5-5),Eduardo Herdy,Head Butt by Stewart,http://ufcstats.com/fight-details/934c967872f28b13,http://ufcstats.com/fight-details/934c967872f28b13,http://ufcstats.com/fighter-details/b69f24c500d783e7,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
UFC Fight Night: Mousasi vs. Hall 2 ,Gegard Mousasi  vs. Uriah Hall ,W/L,Middleweight Bout,KO/TKO ,1,4:37,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/b5268a0c2df32a24,http://ufcstats.com/fight-details/b5268a0c2df32a24,http://ufcstats.com/fighter-details/232c582f29f8f65e,http://ufcstats.com/fighter-details/65578a75fa7900e3
UFC Fight Night: Mousasi vs. Hall 2 ,Ross Pearson  vs. Stevie Ray ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Pawel Harasim 27 - 30.Andreas Gruner 30 - 27.Takeo Kobayashi 27 - 30.,http://ufcstats.com/fight-details/6b5fe10e6e7d160a,http://ufcstats.com/fight-details/6b5fe10e6e7d160a,http://ufcstats.com/fighter-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/31a13532e724ca2b
UFC Fight Night: Mousasi vs. Hall 2 ,Timothy Johnson  vs. Alexander Volkov ,L/W,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Grant Waterman,Howard Hughes 28 - 29.Peter Lavery 30 - 27.Takeo Kobayashi 28 - 29.,http://ufcstats.com/fight-details/689116759885e4a5,http://ufcstats.com/fight-details/689116759885e4a5,http://ufcstats.com/fighter-details/cc900af167fbedfd,http://ufcstats.com/fighter-details/279566840aa55bf2
UFC Fight Night: Mousasi vs. Hall 2 ,Artem Lobov  vs. Teruto Ishihara ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Mark Collett 27 - 30.Pawel Harasim 27 - 30.Peter Lavery 28 - 29.,http://ufcstats.com/fight-details/e4795ab9bdd6fb38,http://ufcstats.com/fight-details/e4795ab9bdd6fb38,http://ufcstats.com/fighter-details/02f2a9702ba3d167,http://ufcstats.com/fighter-details/88cd34d836b4ebcd
UFC Fight Night: Mousasi vs. Hall 2 ,Magnus Cedenblad  vs. Jack Marshman ,L/W,Middleweight Bout,KO/TKO ,2,3:40,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch ,http://ufcstats.com/fight-details/f1afa75c8d492550,http://ufcstats.com/fight-details/f1afa75c8d492550,http://ufcstats.com/fighter-details/0e21976afc92e4d1,http://ufcstats.com/fighter-details/045f25b3a4c08e81
UFC Fight Night: Mousasi vs. Hall 2 ,Kyoji Horiguchi  vs. Ali Bagautinov ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Grant Waterman,Andreas Gruner 27 - 30.Pawel Harasim 27 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/ad0bac98558900af,http://ufcstats.com/fight-details/ad0bac98558900af,http://ufcstats.com/fighter-details/98aa60cf58071fd6,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
UFC Fight Night: Mousasi vs. Hall 2 ,Kevin Lee  vs. Magomed Mustafaev ,W/L,Lightweight Bout,Submission ,2,4:31,3 Rnd (5-5-5),Rich Mitchell,Rear Naked ChokeTechnical Submission,http://ufcstats.com/fight-details/dad034faf3d62cb9,http://ufcstats.com/fight-details/dad034faf3d62cb9,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,http://ufcstats.com/fighter-details/31d7446b184e3305
UFC Fight Night: Mousasi vs. Hall 2 ,Anna Elmose  vs. Amanda Cooper ,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Grant Waterman,Peter Lavery 27 - 30.Howard Hughes 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/24411c5356903d11,http://ufcstats.com/fight-details/24411c5356903d11,http://ufcstats.com/fighter-details/1536a25e16fc299b,http://ufcstats.com/fighter-details/d4a31850a7457f1b
UFC Fight Night: Mousasi vs. Hall 2 ,Justin Ledet  vs. Mark Godbeer ,W/L,Heavyweight Bout,Submission ,1,2:16,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/8eaa23d64c20b0f1,http://ufcstats.com/fight-details/8eaa23d64c20b0f1,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd
UFC Fight Night: Mousasi vs. Hall 2 ,Zak Cummings  vs. Alexander Yakovlev ,W/L,Welterweight Bout,Submission ,2,4:02,3 Rnd (5-5-5),Leon Roberts,Armbar From Side Control ,http://ufcstats.com/fight-details/1b52e24d09700dd9,http://ufcstats.com/fight-details/1b52e24d09700dd9,http://ufcstats.com/fighter-details/4ba8d454f762005d,http://ufcstats.com/fighter-details/d06f8869449ba7bd
UFC Fight Night: Mousasi vs. Hall 2 ,Marion Reneau  vs. Milana Dudieva ,W/L,Women's Bantamweight Bout,KO/TKO ,3,3:03,3 Rnd (5-5-5),Grant Waterman,Elbows to Head From Mount ,http://ufcstats.com/fight-details/7fce3efc5d2add6e,http://ufcstats.com/fight-details/7fce3efc5d2add6e,http://ufcstats.com/fighter-details/c7d297714d9ab1a4,http://ufcstats.com/fighter-details/072a10e85f7d4bff
UFC Fight Night: Mousasi vs. Hall 2 ,Brett Johns  vs. Kwan Ho Kwak ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Andreas Gruner 27 - 30.Pawel Harasim 27 - 30.Howard Hughes 26 - 30.,http://ufcstats.com/fight-details/a337e11f80a75b7d,http://ufcstats.com/fight-details/a337e11f80a75b7d,http://ufcstats.com/fighter-details/ec52462a1b41f714,http://ufcstats.com/fighter-details/c13042265355a290
UFC Fight Night: Mousasi vs. Hall 2 ,Charlie Ward  vs. Abdul Razak Alhassan ,L/W,Welterweight Bout,KO/TKO ,1,0:53,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/bd6909a463a1de2b,http://ufcstats.com/fight-details/bd6909a463a1de2b,http://ufcstats.com/fighter-details/e81dd0bb8a64b550,http://ufcstats.com/fighter-details/eae431e70064e046
UFC 205: Alvarez vs McGregor ,Eddie Alvarez  vs. Conor McGregor ,L/W,UFC Lightweight Title Bout,KO/TKO ,2,3:04,5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/1d7015553debd1c8,http://ufcstats.com/fight-details/1d7015553debd1c8,http://ufcstats.com/fighter-details/33a331684283900f,http://ufcstats.com/fighter-details/f4c49976c75c5ab2
UFC 205: Alvarez vs McGregor ,Tyron Woodley  vs. Stephen Thompson ,D/D,UFC Welterweight Title Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Derek Cleary 47 - 47.Doug Crosby 47 - 47.Glenn Trowbridge 47 - 48.,http://ufcstats.com/fight-details/b80ef7cdc36ab48b,http://ufcstats.com/fight-details/b80ef7cdc36ab48b,http://ufcstats.com/fighter-details/effd9de9937996f8,http://ufcstats.com/fighter-details/4a28cb716c19157a
UFC 205: Alvarez vs McGregor ,Joanna Jedrzejczyk  vs. Karolina Kowalkiewicz ,W/L,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Cardo Urso 46 - 49.Jeff Mullen 46 - 49.Chris Lee 46 - 49.,http://ufcstats.com/fight-details/4403857f545ede75,http://ufcstats.com/fight-details/4403857f545ede75,http://ufcstats.com/fighter-details/3d6749c4267da18f,http://ufcstats.com/fighter-details/d7c3816669784109
UFC 205: Alvarez vs McGregor ,Chris Weidman  vs. Yoel Romero ,L/W,Middleweight Bout,KO/TKO ,3,0:24,3 Rnd (5-5-5),Mario Yamasaki,Flying Knee Head ,http://ufcstats.com/fight-details/f37d18b5c35145bf,http://ufcstats.com/fight-details/f37d18b5c35145bf,http://ufcstats.com/fighter-details/3a8176e15b9887c1,http://ufcstats.com/fighter-details/f77c68bb4be8516d
UFC 205: Alvarez vs McGregor ,Miesha Tate  vs. Raquel Pennington ,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 28 - 29.Jeff Mullen 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/9ebfd601c43b89b3,http://ufcstats.com/fight-details/9ebfd601c43b89b3,http://ufcstats.com/fighter-details/b96619b3acd7d9da,http://ufcstats.com/fighter-details/fc169c387b4b465d
UFC 205: Alvarez vs McGregor ,Frankie Edgar  vs. Jeremy Stephens ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Glenn Trowbridge 27 - 30.Cardo Urso 27 - 30.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/9c4cbd0546d03f6b,http://ufcstats.com/fight-details/9c4cbd0546d03f6b,http://ufcstats.com/fighter-details/f2688492b9a525a3,http://ufcstats.com/fighter-details/18968f97ad34f15c
UFC 205: Alvarez vs McGregor ,Khabib Nurmagomedov  vs. Michael Johnson ,W/L,Lightweight Bout,Submission ,3,2:31,3 Rnd (5-5-5),John McCarthy,Kimura From Side Control ,http://ufcstats.com/fight-details/c26806c2d554e50c,http://ufcstats.com/fight-details/c26806c2d554e50c,http://ufcstats.com/fighter-details/032cc3922d871c7f,http://ufcstats.com/fighter-details/511e82663651438d
UFC 205: Alvarez vs McGregor ,Rafael Natal  vs. Tim Boetsch ,L/W,Middleweight Bout,KO/TKO ,1,3:22,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance ,http://ufcstats.com/fight-details/8172d8d996335d0a,http://ufcstats.com/fight-details/8172d8d996335d0a,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,http://ufcstats.com/fighter-details/c80095f6092271a7
UFC 205: Alvarez vs McGregor ,Vicente Luque  vs. Belal Muhammad ,W/L,Welterweight Bout,KO/TKO ,1,1:19,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/14477908199435e1,http://ufcstats.com/fight-details/14477908199435e1,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/b1b0729d27936f2f
UFC 205: Alvarez vs McGregor ,Jim Miller  vs. Thiago Alves ,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Jeff Mullen 27 - 30.Cardo Urso 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/ef80a6eea892c296,http://ufcstats.com/fight-details/ef80a6eea892c296,http://ufcstats.com/fighter-details/d1941565abf50b16,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
UFC 205: Alvarez vs McGregor ,Liz Carmouche  vs. Katlyn Chookagian ,W/L,Women's Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Cardo Urso 28 - 29.Glenn Trowbridge 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/706228ddb6076b3f,http://ufcstats.com/fight-details/706228ddb6076b3f,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,http://ufcstats.com/fighter-details/e872e9a9a902c045
UFC Fight Night: Dos Anjos vs. Ferguson ,Rafael Dos Anjos  vs. Tony Ferguson ,L/W,Lightweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 47 - 48.Chris Lee 47 - 48.Marcos Rosales 47 - 48.,http://ufcstats.com/fight-details/9220acccebf14a46,http://ufcstats.com/fight-details/9220acccebf14a46,http://ufcstats.com/fighter-details/6a2f7c151031653d,http://ufcstats.com/fighter-details/22a92d7f62195791
